flightId,airlineName,alias,iata,icao,callSign,countryLocated,airlineOperationalStatus
250,Air Japan,null,NQ,AJX,AIR JAPAN,Japan,Y
251,Ajet,null,null,AJY,AYJET,Cyprus,N
252,Air Korea Co. Ltd.,null,null,AKA,null,Republic of Korea,Y
253,Air Livonia,null,null,LIV,LIVONIA,Estonia,N
254,Air BC,null,null,ABL,AIRCOACH,Canada,N
255,Air Fret Senegal,null,null,ABN,null,Senegal,N
256,Air Jamahiriya Company,null,null,LJA,AIR JAMAHIRIYA,Libya,N
257,Aktjubavia,null,null,AKB,KARAB,Kazakhstan,N
258,Arca Aerovias Colombianas Ltda.,null,null,AKC,ARCA,Colombia,N
259,Anikay Air Company,null,null,AKF,ANIKAY,Kyrgyzstan,N
260,Akhal,null,null,AKH,AKHAL,Turkmenistan,N
261,Aeromilenio,null,null,MNI,AEROMIL,Mexico,N
262,Aklak Air,null,null,AKK,AKLAK,Canada,N
263,Air Kiribati,null,4A,AKL,null,Kiribati,Y
264,Alkan Air,null,null,AKN,ALKAN AIR,Canada,N
265,Angkor Airways,null,null,AKW,ANGKORWAYS,Cambodia,N
266,Air Nippon Network Co. Ltd.,null,EH,AKX,ALFA WING,Japan,N
267,AK Navigator LLC,null,null,AKZ,ABSOLUTE,Kazakhstan,N
268,Aero Albatros,null,null,ALB,ALBATROS,Mexico,N
269,Albion Aviation,null,null,ALD,ALBION,United Kingdom,N
270,Aeroalas Colombia,null,null,ALE,AEROALAS,Colombia,N
271,Allied Command Europe (Mobile Force),null,null,ALF,ACEFORCE,Belgium,N
272,Aerotaxis Albatros,null,null,BTS,AEROLINEAS ALBATROS,Mexico,N
273,American Flyers,null,null,FYS,AMERICAN FLYERS,United States,N
274,Aero Coach Aviation,null,null,DFA,AERO COACH,United States,N
275,Atlantic Southeast Airlines,null,null,CAA,Chandler,United States,N
276,ACM Air Charter,null,null,BVR,BAVARIAN,Germany,N
277,Air Logistics,null,null,ALG,AIRLOG,United States,N
278,Aerovallarta,null,null,ALL,VALLARTA,Mexico,N
279,Air ALM,null,null,ALM,ANTILLEAN,Netherlands Antilles,N
280,Air Lincoln,null,null,ALN,CHICAGO LINCOLN,United States,N
281,America West Airlines,null,HP,AWE,CACTUS,United States,Y
282,Air Wisconsin,null,ZW,AWI,AIR WISCONSIN,United States,Y
283,Aerotransporte de Carga Union,null,null,TNO,AEROUNION,Mexico,N
284,Aero Taxis Cessna,null,null,TND,TAXIS CESSNA,Mexico,N
285,Arizona Express Airlines,null,null,TMP,TEMPE,United States,N
286,Tatarstan Airlines,null,U9,TAK,TATARSTAN,Russia,Y
287,Allegheny Commuter Airlines,null,null,ALO,ALLEGHENY,United States,Y
288,Alpliner AG,null,null,ALP,ALPINER,Switzerland,N
289,Altair Aviation (1986),null,null,ALQ,ALTAIR,Canada,N
290,Air Luxor STP,null,null,ALU,LUXORJET,Sao Tome and Principe,N
291,Alas de Venezuela,null,null,ALV,ALVEN,Venezuela,N
292,Alas Nacionales,null,null,ALW,S.A.,ALNACIONAL,N
293,Alyeska Air Service,null,null,ALY,ALYESKA,United States,N
294,Alta Flights (Charters) Ltd.,null,null,ALZ,null,Canada,N
295,Air Sunshine,null,null,RSI,AIR SUNSHINE,United States,Y
296,ATMA,null,null,AMA,ADIK,Kazakhstan,N
297,Aerolineas Medellin,null,null,AMD,AEROLINEAS MEDELLIN,Colombia,N
298,Ameriflight,null,null,AMF,AMFLIGHT,United States,N
299,Air Libert,null,VD,null,null,France,Y
300,Air Lithuania,null,TT,KLA,KAUNAS,Lithuania,N
301,Air Minas Linhas A,null,null,AMG,AIR MINAS,Brazil,N
302,Alan Mann Helicopters Ltd.,null,null,AMH,MANN,United Kingdom,N
303,Air Maldives,null,null,AMI,AIR MALDIVES,Maldives,N
304,Aviation Amos,null,null,AMJ,AVIATION AMOS,Canada,N
305,Amerer Air,null,null,AMK,AMER AIR,Austria,N
306,Air Malawi,null,QM,AML,MALAWI,Malawi,Y
307,Aeroputul International Marculesti,null,null,AMM,AEROM,Moldova,N
308,Air Montenegro,null,null,AMN,MONTENEGRO,Montenegro,N
309,Air Montreal (Air Holdings Inc.),null,null,AMO,AIR MONTREAL,Canada,N
310,Aero Transporte S.A. (ATSA),null,null,AMP,ATSA,Peru,N
311,Aeromedicare Ltd.,null,null,AMQ,LIFELINE,United Kingdom,N
312,Air Sicilia,null,BM,null,null,Italy,Y
313,Air Specialties Corporation,null,null,AMR,AIR AM,United States,N
314,Air Muskoka,null,null,AMS,AIR MUSKOKA,Canada,N
315,ATA Airlines,null,null,AMT,AMTRAN,United States,Y
316,Air Macau,null,NX,AMU,AIR MACAO,Macao,Y
317,AMC Airlines,null,null,AMV,null,Egypt,Y
318,Air Midwest,null,ZV,AMW,AIR MIDWEST,United States,N
319,Air Seychelles,null,HM,SEY,SEYCHELLES,Seychelles,Y
320,Air Sofia,null,null,SFB,AIR SOFIA,Bulgaria,N
321,AeroMéxico,null,AM,AMX,AEROMEXICO,Mexico,Y
322,Air Ambar,null,null,AMY,AIR AMBAR,Dominican Republic,N
323,Amiya Airline,null,null,AMZ,AMIYA AIR,Nigeria,N
324,All Nippon Airways,ANA All Nippon Airways,NH,ANA,ALL NIPPON,Japan,Y
325,Air Navigation And Trading Co. Ltd.,null,null,ANB,AIR NAV,United Kingdom,N
326,Anglo Cargo,null,null,ANC,ANGLO,United Kingdom,N
327,Air Nostrum,null,YW,ANE,AIR NOSTRUM,Spain,Y
328,Air Niugini,null,PX,ANG,NUIGINI,Papua New Guinea,Y
329,Air Arabia,null,G9,ABY,ARABIA,United Arab Emirates,Y
330,Air Canada,null,AC,ACA,AIR CANADA,Canada,Y
331,Airport Bratsk,null,null,BRP,AEROBRA,Russia,N
332,Air Wings,null,null,BSB,ARBAS,Moldova,N
333,Air Baltic,null,BT,BTI,AIRBALTIC,Latvia,Y
334,Alajnihah for Air Transport,null,null,ANH,ALAJNIHAH,Libya,N
335,Air Atlantic (Nig) Limited,null,null,ANI,NIGALANTIC,Nigeria,N
336,Air Nippon,null,EL,ANK,ANK AIR,Japan,Y
337,Antares Airtransport,null,null,ANM,Maintenance & Service GmbH,ANTARES,N
338,Airnorth,null,TL,ANO,TOPEND,Australia,Y
339,Aerol,null,null,ANQ,ANTIOQUIA,Colombia,N
340,Andes Lineas Aereas,null,null,ANS,AEROANDES,Argentina,N
341,Air North Charter - Canada,null,4N,ANT,AIR NORTH,Canada,Y
342,Air Nevada,null,null,ANV,AIR NEVADA,United States,N
343,AOM French Airlines,null,IW,AOM,French Lines,France,N
344,Aviacion Del Noroeste,null,null,ANW,S.A. de C.V.,AVINOR,N
345,Air New Zealand,null,NZ,ANZ,NEW ZEALAND,New Zealand,Y
346,Avia Jaynar,null,null,SAP,TOBOL,Kazakhstan,N
347,Aero Servicios Empresariales,null,null,EMS,SERVIEMPRESARIAL,Mexico,N
348,Alcon Servicios Aereos,null,null,AOA,S.A. de C.V.,ALCON,N
349,AVCOM,null,J6,AOC,AERO AVCOM,Russia,N
350,Aero Vodochody,null,null,AOD,AERO CZECH,Czech Republic,N
351,Air One Executive,null,null,AOE,null,Italy,N
352,Atair Pty Ltd.,null,null,AOF,ATAIR,South Africa,N
353,Aero VIP,null,2D,AOG,AVIP,Argentina,N
354,Aeromundo Ejecutivo,null,null,MUN,AEROMUNDO,Mexico,N
355,Aerolinea Muri,null,null,MUR,MURI,Mexico,N
356,Astoria,null,null,AOI,Inc.,ASTORIA,N
357,Aero Rent JSC,null,null,NRO,AEROMASTER,Russia,N
358,Aeronord-Grup,null,null,NRP,AERONORD,Moldova,N
359,Aeroatlantico Colombia,null,null,AOK,null,Colombia,N
360,Angkor Airlines,null,null,AOL,ANGKOR AIR,Cambodia,N
361,Aero Entreprise,null,null,AON,AERO ENTERPRISE,France,N
362,As,null,null,AOO,Opened Joint Stock Company,COMPANY AS,N
363,Aeropiloto,null,null,AOP,AEROPILOTO,Portugal,N
364,Aeroenlaces Nacionales,null,null,VIV,AEROENLACES,Mexico,N
365,Aerovis Airlines,null,null,VIZ,AEROVIZ,Ukraine,N
366,Avjet International (FZE),null,null,VJE,null,United Arab Emirates,N
367,Aerovista Gulf Express,null,null,VGF,VISTA GULF,United Arab Emirates,N
368,Air Vegas,null,6V,VGA,AIR VEGAS,United States,N
369,Almaver,null,null,VER,ALMAVER,Mexico,N
370,Afro International Ent. Limited,null,null,AOR,INTER-AFRO,Nigeria,N
371,Alitalia Express,null,XM,SMX,ALIEXPRESS,Italy,Y
372,Asia Overnight Express,null,OE,AOT,ASIA OVERNIGHT,Philippines,N
373,Air Tractor,null,null,AOU,AIR TRACTOR,Croatia,N
374,Aero Vision,null,null,AOV,AEROVISION,France,N
375,Aerotaxi Del Valle,null,null,AOX,AEROVALLE,Colombia,N
376,Air Park Aviation Ltd.,null,null,APA,CAN-AM,Canada,N
377,Airpac Airlines,null,null,APC,Inc.,AIRPAC,N
378,Aeroservicios Monterrey,null,null,SVM,SERVIMONTE,Mexico,N
379,Amapola Flyg AB,null,null,APF,AMAPOLA,Sweden,N
380,Air People International,null,null,APG,AIR PEOPLE,Thailand,N
381,Alpha Aviation,null,null,APH,Inc.,AIRFLIGHT,N
382,ASA Pesada,null,null,API,Lda.,ASA PESADA,N
383,Air Print,null,null,APJ,S.A.,AIR PRINT,N
384,Atlantic Airlines,null,null,BJK,BLACKJACK,United States,N
385,Aerotransporte Petrolero,null,null,PET,AEROPETRO,Colombia,N
386,Aero Flight,null,GV,ARF,Aero Fox,Germany,Y
387,ACM Aviation,null,null,BJT,BAY JET,United States,N
388,Aircompany Barcol,null,null,BKL,BARCOL,Russia,N
389,All Charter Limited,null,null,BLA,ALL CHARTER,United Kingdom,N
390,Appalachian Flying Service,null,null,APL,Inc.,APPALACHIAN,N
391,Airpac,null,null,APM,Inc.,ALASKA PACIFIC,N
392,Aeropro,null,null,APO,AEROPRO,Canada,N
393,Aerolineas Pacifico Atlantico,null,null,APP,S.A. (Apair),AEROPERLAS,N
394,Aspen Aviation,null,null,APQ,ASPEN BASE,United States,N
395,Aeropuma,null,null,APU,S.A.,AEROPUMA,N
396,Air Plan International,null,null,APV,AIR PLAN,Democratic Republic of the Congo,N
397,Arrow Air,null,JW,APW,BIG A,United States,Y
398,Apex Air Cargo,null,null,APX,PARCEL EXPRESS,United States,N
399,APA Internacional,null,null,APY,APA INTERNACIONAL,Dominican Republic,N
400,Aeroatlas,null,null,AQA,S.A.,ATCO,N
401,Aquila Air Ltd.,null,null,AQL,AQUILA,Canada,N
402,Air Queensland,null,null,AQN,BUSHAIR,Australia,N
403,Aluminum Company Of America,null,null,AQO,ALCOA SHUTTLE,United States,N
404,Aviones de Renta de Quintana Roo,null,null,AQT,S.A. de C.V.,AVIOQUINTANA,N
405,AirQuarius Aviation,null,null,AQU,QUARIUS,South Africa,N
406,Aerodyne Charter Company,null,null,AQZ,QUANZA,United States,N
407,Arik Air,null,W3,ARA,ARIK AIR,Nigeria,N
408,Avia Air N.V.,null,null,ARB,AVIAIR,Aruba,N
409,Air Routing International Corp.,null,null,ARC,null,United States,N
1105,AVC Airlines,null,null,MZK,null,Japan,N
410,Aerocondor,null,2B,ARD,AEROCONDOR,Portugal,Y
411,Aires,null,4C,ARE,Aerovias de Integracion Regional,S.A.,Y
412,Aerolineas Argentinas,null,AR,ARG,ARGENTINA,Argentina,Y
413,Arrowhead Airways,null,null,ARH,ARROWHEAD,United States,N
414,Aero Vics,null,null,ARI,AEROVICS,Mexico,N
415,Aerojet de Costa Rica,null,null,ARJ,S.A.,null,N
416,Antillana De Navegacion Aerea,null,null,SUN,null,Dominican Republic,N
417,Aeroservicios De San Luis,null,null,SUO,SERVICIO SANLUIS,Mexico,N
418,Aerosuper,null,null,SUP,AEROSUPER,Mexico,N
419,Aero Link Air Services S.L.,null,null,ARK,LINK SERVICE,Spain,N
420,Airlec - Air Aquitaine Transport,null,null,ARL,AIRLEC,France,N
421,Aeromarket Express,null,null,ARM,AMEX,Spain,N
422,Arrow Aviation Ltd.,null,null,ARO,ARROW,Canada,N
423,RPA-Aviataxi Ltd.,null,null,ARP,null,Russia,N
424,Air Klaipeda,null,null,KLD,AIR KLAIPEDA,Lithuania,N
425,Armstrong Air,null,null,ARQ,Inc.,ARMSTRONG,N
426,Air Armenia,null,QN,ARR,AIR ARMENIA,Armenia,N
427,Aeromet Servicios,null,null,ARS,METSERVICE,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,null,null,ART,AEROTAL,Colombia,N
429,Aravco Ltd.,null,null,ARV,ARAVCO,United Kingdom,N
430,Aria,null,null,ARW,ARIABIRD,France,N
431,Air Xpress,null,null,ARX,Inc.,AIREX,N
432,Airline Alania,null,null,OST,ALANIA,Russia,N
433,Air Tchad,null,null,HTT,HOTEL TANGO,Chad,N
434,Aerloineas de Techuacan,null,null,HUC,LINEAS TEHUACAN,Mexico,N
435,Aerotransportes Huitzilin,null,null,HUT,AEROHUITZILIN,Mexico,N
436,Aero Transportes Del Humaya,null,null,HUY,AERO HUMAYA,Mexico,N
437,Argosy Airways,null,null,ARY,GOSEY,United States,N
438,Air Resorts,null,null,ARZ,AIR RESORTS,United States,N
439,Alaska Airlines,null,AS,ASA,Inc.,ALASKA,Y
440,Air-Spray 1967 Ltd.,null,null,ASB,AIR SPRAY,Canada,N
441,Air Star Corporation,null,null,ASC,AIR STAR,Canada,N
442,Air Sinai,null,4D,ASD,AIR SINAI,Egypt,Y
443,Airstars,null,PL,ASE,MOROZOV,Russia,N
444,Air Schefferville,null,null,ASF,Inc.,SCHEFF,N
445,African Star Airways (PTY) Ltd.,null,null,ASG,AFRICAN STAR,South Africa,N
446,Aerosun International,null,null,ASI,Inc.,AEROSUN,N
447,Air Satellite,null,null,ASJ,SATELLITE,Canada,N
448,Awesome Flight Services (PTY) Ltd.,null,null,ASM,AWESOME,South Africa,N
449,Air and Sea Transport,null,null,ASN,null,Russia,N
450,Aero Slovakia,null,null,ASO,AERO NITRA,Slovakia,N
451,Airsprint,null,null,ASP,AIRSPRINT,Canada,N
452,Atlantic Southeast Airlines,null,EV,ASQ,ACEY,United States,Y
453,All Star Airlines,null,null,ASR,Inc.,ALL STAR,N
454,Air Class,null,null,ASS,S.A. de C.V.,AIR CLASS,N
455,Aerlineas Del Oeste,null,null,AST,AEROESTE,Mexico,N
456,Aviones Are,null,null,NRE,AVIONES ARE,Mexico,N
457,Air Nepal International,null,null,NPL,AIR NEPAL,Nepal,N
458,Air Napier,null,null,NPR,null,New Zealand,N
459,Air Taxi & Cargo,null,null,WAM,TAXI CARGO,Sudan,N
460,Arrow Panama,null,null,WAP,ARROW PANAMA,Panama,N
461,Astravia-Bissau Air Transports Ltd.,null,null,ASV,ASTRAVIA,Guinea-Bissau,N
462,Astrakhan Airlines,null,OB,ASZ,AIR ASTRAKHAN,Russia,Y
463,Air Transport Association,null,null,ATA,null,United States,N
464,Atlantair Ltd.,null,null,ATB,STARLITE,Canada,N
465,Air Tanzania,null,TC,ATC,TANZANIA,Tanzania,Y
466,Aerotours Dominicana,null,null,ATD,AEROTOURS,Dominican Republic,N
467,Atlantis Transportation Services,null,null,ATE,Ltd.,ATLANTIS CANADA,N
468,Aerotrans Airline,null,null,ATG,BACHYT,Kazakhstan,N
469,Air Charter World,null,null,XAC,null,United States,N
470,Air Burkina,null,2J,VBW,BURKINA,Burkina Faso,Y
471,Air Travel Corp.,null,null,ATH,AIR TRAVEL,United States,N
472,Aero-Tropics Air Services,null,HC,ATI,null,Australia,N
473,Air Traffic GmbH,null,null,ATJ,SNOOPY,Germany,N
474,AeroTACA,null,null,ATK,AEROTACA,Colombia,N
475,Aerocentral,null,null,ATL,CENTRALMEX,Mexico,N
476,Airlines Of Tasmania,null,FO,ATM,AIRTAS,Australia,Y
477,Air Saint Pierre,null,PJ,SPM,null,France,Y
478,Air Transport International,null,8C,ATN,AIR TRANSPORT,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,null,null,ATP,ASTRAL,Colombia,N
480,Air Transport Schiphol,null,null,ATQ,MULTI,Netherlands,N
481,Aeroferinco,null,null,FEO,FERINCO,Mexico,N
482,Aero Taxis Y Servicios Alfe,null,null,FES,AERO ALFE,Mexico,N
483,Avialesookhrana,null,null,FFA,AVIALESOOKHRANA,Russia,N
484,Africair Service,null,null,FFB,FOXTROT FOXTROT,Senegal,N
485,Atlas Airlines,null,null,ATR,ATLAS-AIR,United States,N
486,Air Transport Service,null,null,ATS,null,Democratic Republic of the Congo,N
487,Aer Turas,null,null,ATT,AERTURAS,Ireland,N
488,Atlant Aerobatics Ltd.,null,null,ATU,ATLANT HUNGARY,Hungary,N
489,Avanti Air,null,null,ATV,AVANTI AIR,Germany,N
490,Aero Trades (Western) Ltd.,null,null,ATW,AERO TRADES,Canada,N
491,Austrian Airlines,null,OS,AUA,AUSTRIAN,Austria,Y
492,Air Southwest,null,null,WOW,SWALLOW,United Kingdom,Y
493,Augsburg Airways,null,IQ,AUB,AUGSBURG-AIR,Germany,Y
494,Air Corporate,null,null,CPV,AIRCORPORATE,Italy,N
495,Aviastar-Tu,null,null,TUP,TUPOLEVAIR,Russia,N
496,AirBridge Cargo,null,RU,ABW,AIRBRIDGE CARGO,Russia,N
497,ATUR,null,null,TUR,null,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,null,null,TXU,ATESA,Ecuador,N
499,Austin Express,null,null,TXX,COWBOY,United States,N
500,Audi Air,null,null,AUD,Inc.,AUDI AIR,N
2502,Gabon-Air-Transport,null,null,GRT,null,Gabon,N
2503,Gacela Air Cargo,null,null,GIG,GACELA AIR,Mexico,N
2504,Gail Force Express,null,null,GFC,GAIL FORCE,United States,N
2505,Gain Jet Aviation,null,null,GNJ,HERCULES JET,Greece,N
2506,Galair International,null,null,SWF,GALAIR,United Kingdom,N
2507,Galaircervis,null,null,GLS,GALS,Ukraine,N
2508,Galaxy Air,null,7O,GAL,GALAXY,Kyrgyzstan,N
2509,Galaxy Airlines,null,null,GXY,GALAX,Japan,N
2510,Galena Air Service,null,null,GAS,GALENA AIR SERVICE,United States,N
2511,Galileo International,null,1G,null,null,United States,N
2512,Gama Aviation,null,null,GMA,GAMA,United Kingdom,N
2513,Gambia International Airlines,null,GC,GNR,GAMBIA INTERNATIONAL,Gambia,N
2514,Gambia New Millennium Air,null,null,NML,NEWMILL,Gambia,N
2515,Gamisa Aviacion,null,null,GMJ,GAMISA,Spain,N
2516,Gandalf Airlines,null,G7,GNF,Gandalf,Italy,N
2517,Gander Aviation,null,null,GAN,GANAIR,Canada,N
2518,Garden State Airlines,null,null,GSA,GARDEN STATE,United States,N
2519,Garrison Aviation,null,null,AHM,AIR HURON,Canada,N
2520,Garuda Indonesia,null,GA,GIA,INDONESIA,Indonesia,Y
2521,Gatari Hutama Air Services,null,null,GHS,GATARI,Indonesia,N
2522,Gauteng Air Cargo,null,null,EGO,GAUTENG,South Africa,N
2523,Gavina,null,null,GVN,GAVINA,Spain,N
2524,Gazpromavia,null,4G,GZP,GAZPROMAVIA,Russia,Y
2525,Geesair,null,null,GEE,GEESAIR,Canada,N
2526,Gemini Air Cargo,null,GR,GCO,GEMINI,United States,N
2527,Gendall Air,null,null,GAB,GENDALL,Canada,N
2528,Gendarmerie Belge,null,null,GDB,BELGIAN GENERMERIE,Belgium,N
2529,Gendarmie Nationale,null,null,FGN,FRANCE GENDARME,France,N
2530,General Aerospace,null,null,SWK,SKYWALKER,Canada,N
2531,General Airways,null,null,GWS,GENAIR,South Africa,N
2532,General Aviation,null,null,GNZ,GONZO,Poland,N
2533,General Aviation Flying Services,null,null,GTH,GOTHAM,United States,N
2534,General Aviation Terminal,null,null,XGA,null,Canada,N
2535,General Motors,null,null,GMC,GENERAL MOTORS,United States,N
2536,Genex,null,null,GNX,null,Belarus,N
2537,Geographic Air Surveys,null,null,GSL,SURVEY-CANADA,Canada,N
2538,Georgian Airways,null,A9,TGZ,TAMAZI,Georgia,Y
2539,Georgian Aviation Federation,null,null,FGA,GEORGIA FED,Georgia,N
2540,Georgian Cargo Airlines Africa,null,null,GGF,GEORGIAN AFRICA,Senegal,N
2541,Georgian National Airlines,null,QB,GFG,NATIONAL,Georgia,Y
2542,DLR,null,null,GPL,GERMAN POLAR,Germany,N
2543,German Air Force,null,null,GAF,GERMAN AIR FORCE,Germany,N
2544,German Army,null,null,GAM,GERMAN ARMY,Germany,N
2545,German Navy,null,null,GNY,GERMAN NAVY,Germany,N
2546,German Sky Airlines,null,null,GHY,GERMAN SKY,Germany,N
2547,Germania,null,ST,GMI,GERMANIA,Germany,Y
2548,Germanwings,null,4U,GWI,GERMAN WINGS,Germany,Y
2549,Gerry's Dnata,null,null,GDN,null,Pakistan,N
2550,Gesekkschaft Fur Flugzieldarstellung,null,null,GFD,KITE,Germany,N
2551,Gestair,null,GP,GES,GESTAIR,Spain,N
2552,Gestar,null,null,GTR,STAR GESTAR,Chile,N
2553,Gestion Aerea Ajecutiva,null,null,GJT,BANJET,Spain,N
2554,Ghadames Air Transport,null,null,GHT,null,Libya,N
2555,Ghana Airways,null,null,GHA,GHANA,Ghana,N
2556,Ghana International Airlines,null,G0,GHB,GHANA AIRLINES,Ghana,Y
2557,Gibson Aviation,null,null,NTC,NIGHT CHASE,United States,N
2558,Global Air Charter,null,null,RPS,RESPONSE,United States,N
2559,Global Air Operations,null,null,GAG,GLOBAL AIRGROUP,Comoros,N
2560,Global Air Services Nigeria,null,null,GBS,GLOBAL SERVE,Nigeria,N
2561,Global Aircargo,null,null,GLC,null,Bahrain,N
2562,Global Airways,null,null,BSP,null,Democratic Republic of Congo,N
2563,Global Aviation Operations,null,null,GBB,GLOBE,South Africa,N
2564,Global Aviation and Services Group,null,null,GAK,AVIAGROUP,Libya,N
2565,Global Georgian Airways,null,null,GGZ,GLOBAL GEORGIAN,Georgia,N
2566,Global Jet Austria,null,null,GLJ,GLOBAL AUSTRIA,Austria,N
2567,Global Jet Corporation,null,null,NSM,THUNDERCLOUD,United States,N
2568,Global Jet Luxembourg,null,null,SVW,SILVER ARROWS,Luxembourg,N
2569,Global Sky Aircharter,null,null,GSK,GLOBAL SKY,United States,N
2570,Global Supply Systems,null,null,GSS,JET LIFT,United Kingdom,N
2571,Global System,null,null,XGS,null,United States,N
2572,Global Weather Dynamics,null,null,XGW,null,United States,N
2573,Global Wings,null,null,GLW,null,Japan,N
2574,Globe Jet,null,null,GJA,null,Lebanon,N
2575,Go Air,null,G8,GOW,GOAIR,India,Y
2576,Go One Airways,null,GK,null,null,United Kingdom,N
2577,GoJet Airlines,null,G7,GJS,GATEWAY,United States,Y
2578,Gobierno De Guinea Ecuatorial,null,null,GGE,null,Equatorial Guinea,N
2579,Gof-Air,null,null,GOF,GOF-AIR,Mexico,N
2580,Gofir,null,null,GOI,SWISS HAWK,Switzerland,N
2581,Gol Transportes Aéreos,null,G3,GLO,GOL TRANSPORTE,Brazil,Y
2582,Gold Belt Air Transport,null,null,GBT,GOLD BELT,Canada,N
2583,GoldAir,null,null,GDA,AIR PARTNER,United Kingdom,N
2584,Goldeck-Flug,null,null,GDK,GOLDECK FLUG,Austria,N
2585,Golden Air,null,DC,GAO,GOLDEN,Sweden,Y
2586,Golden Airlines,null,null,GDD,GOLDEN AIRLINES,United States,N
2587,Golden Pacific Airlines,null,null,GPA,GOLDEN PAC,United States,N
2588,Golden Rule Airlines,null,null,GRS,GOLDEN RULE,Kyrgyzstan,N
2589,Golden Star Air Cargo,null,null,GLD,GOLDEN STAR,Sudan,N
2590,Goldfields Air Services,null,null,GOS,null,Australia,N
2591,Golfe Air Quebec,null,null,GAQ,GOLFAIR,Canada,N
2592,Goliaf Air,null,null,GLE,GOLIAF AIR,Sao Tome and Principe,N
2593,Gomel Airlines,null,null,GOM,GOMEL,Belarus,N
2594,Goodridge (UK) Limited,null,null,RDR,RED STAR,United Kingdom,N
2595,Gorkha Airlines,null,G1,IKA,GORKHA AIRLINES,Nepal,N
2596,Gorlitsa Airlines,null,null,GOR,GORLITSA,Ukraine,N
2597,Government Flying Service,null,null,HKG,HONGKONG GOVERNMENT,Hong Kong SAR of China,N
2598,Government of Zambia Communications Flight,null,null,GRZ,COM FLIGHT,Zambia,N
2599,Grampian Flight Centre,null,null,HLD,GRANITE,United Kingdom,N
2600,Granada Aviacion,null,null,GAV,GRANAVI,Spain,N
2601,Grand Aire Express,null,null,GAE,GRAND EXPRESS,United States,N
2602,Grand Airways,null,null,GND,GRAND VEGAS,United States,N
2603,Grand Canyon Airlines,null,null,CVU,CANYON VIEW,United States,N
2604,Grant Aviation,null,GS,GUN,HOOT,United States,N
2605,Grantex Aviation,null,null,LMK,LANDMARK,United Kingdom,N
2606,Great American Airways,null,null,GRA,GREAT AMERICAN,United States,N
2607,Great Lakes Airlines,null,ZK,GLA,LAKES AIR,United States,Y
2608,Great Lakes Airways (Uganda),null,null,GLU,LAKES CARGO,Uganda,N
2609,Great Plains Airlines,null,null,GRP,GREAT PLAINS,United States,N
2610,Great Wall Airlines,null,IJ,GWL,GREAT WALL,China,N
2611,Great Western Air,null,null,GWA,G-W AIR,United States,N
2612,Hellenic Air Force,null,null,HAF,HELLENIC AIR FORCE,Greece,N
2613,Greek Navy,null,null,HNA,HELLENIC NAVY,Greece,N
2614,Griffin Aviation,null,null,GFF,GRIFFIN AIR,Cyprus,N
2615,Grixona,null,null,GXA,GRIXONA,Moldova,N
2616,Grizodubova Air Company,null,null,GZD,GRIZODUBOVA AIR,Russia,N
2617,Grossmann Air Service,null,null,HTG,GROSSMANN,Austria,N
2618,Grossmann Jet Service,null,null,GSJ,GROSSJET,Czech Republic,N
2619,Ground Handling Service de Mexico,null,null,GHV,GROUND HANDLING,Mexico,N
2620,Grup Air-Med,null,null,GPM,GRUPOMED,Spain,N
